SKU,Name,Published,Short description,Description,Weight (kg),Length (cm),Width (cm),Height (cm),Sale price,Regular price,Categories,Tags,Images,Cross-sells,Position,Brand
M9453,"Benzinska kosilica 46 AL-KO EASY, 2 kW (2-u-1)",1,GARANCIJA: 2 godine,"Linija proizvoda Easy
\nObujam košare u litrima 60
\nFunkcija 2uJEDAN
\nFunkcija Košnja, Sakupljanje
\nMotor ccm 140
\nSnaga kW 2
\nKućište kosilice Čelični lim
\nMotor AL-KO Tech 140
\nVrsta pogona 1 brzina
\nPogon pogon
\nØ kotača sprijeda/straga 200/250
\nRadna širina u cm 46
\nVisina reza 30-75 mm
\nPodešavanje visine rezanja centralno, 7 položaja
\no/min 2.900
\nTežina (kg) 28,1",,,,,,"699,90","Kuća i vrt > Vrt > Kosilice električne\, benzinske i aku, Kuća i vrt, Kuća i vrt > Vrt","AL-KO, benzinska kosilica, kosilica","https://ferro-pack.com/wp-content/uploads/2021/03/M9453-Benzinska-kosilica-46-AL-KO-EASY-2-kW-2-u-1-2.jpg, https://ferro-pack.com/wp-content/uploads/2021/03/M9453-Benzinska-kosilica-46-AL-KO-EASY-2-kW-2-u-1.jpg, https://ferro-pack.com/wp-content/uploads/2021/03/M9453-Benzinska-kosilica-46-AL-KO-EASY-2-kW-2-u-1-2-1.jpg, https://ferro-pack.com/wp-content/uploads/2021/03/M9453-Benzinska-kosilica-46-AL-KO-EASY-2-kW-2-u-1-3.jpg",,0,AL-KO
M9452,"Benzinska kosilica 42 AL-KO EASY, 2 kW (2-u1)",1,"Benzinska kosilica 4.20 P-S ističe se sa izvrsnim omjerom cijene i performansa.Sa svojom pouzdanom tehnologijom benzinska kosilica Easy 4.20 P-S olakšava Vam rad u Vašem dvorištu. Visokokvalitetno kućište od čeličnog lima aerodinamičnog oblika osigurava optimalan rezultat košnje i sakupljlanje, te također dug vijek trajanja benzinske kosilice.
\n
\nTehnički detalji benzinske kosilice Easy 4.20 P-S
\nBenzinska kosilica sa svojom radnom širinom od 42 cm osigurava Vam laganu i okretnu košnju. Sa centralnim podešavanjem visine rezanja na 7 položaja, od 30 mm do 75 mm, sa jednim ruhokvatom možete prilagoditi na željenu visinu košnje. Lagano za pokretanje, 2,0 kW jaki motor sa Primer je pogodan za travnate površine do 800 qm. Ergonomski oblikovana ručka i kotači s kugličnim ležajem i najboljim prianjanjem uz travnjak povećaju užitak kod košnje. Praškasto lakirano kućište od čeličnog lima za dug vijek trajanja. Platnena košara od 50 l koja ne zauzima prostor kod skladištenja.","Obujam košare u litrima 50
\nFunkcija 2 u JEDAN
\nFunkcija Košnja, Sakupljanje
\nMotor ccm 140
\nSnaga kW 2
\nKućište kosilice Čelični lim
\nMotor AL-KO Tech 140
\nPogon ne
\nØ kotača sprijeda/straga 175/200 mm
\nRadna širina u cm 42
\nVisina reza 30-75 mm
\nPodešavanje visine rezanja centralno, 7 položaja
\no/min 2.900
\nTežina (kg) 23,1",,,,,,"559,90","Kuća i vrt > Vrt > Kosilice električne\, benzinske i aku, Kuća i vrt, Kuća i vrt > Vrt","2 u 1, 42 cm, AL-KO, benzinska kosilica","https://ferro-pack.com/wp-content/uploads/2021/03/M9452-Benzinska-kosilica-42-AL-KO-EASY-2-kW-2-u1-2.jpg, https://ferro-pack.com/wp-content/uploads/2021/03/M9452-Benzinska-kosilica-42-AL-KO-EASY-2-kW-2-u1.jpg",,0,AL-KO
M9454,Benzinska kosilica 46 AL-KO BIO SILVER,1,"Benzinska kosilica za malčiranje Silver 468 P-A Bio
\nRazvijena u Njemačkoj, a proizvedena u Austriji, kućište za košnju od čeličnog lima i AL-KO Pro motor: sve te karakteristike kosilicu za malčiranje tvrtke AL-KO čine dugovječnim specijalistom za malčiranje trave. Sofisticirana tehnika i poznata AL-KO kvaliteta ovog proizvoda ispunjavaju sve želje hobi vrtlara s visokim zahtjevima.
\n
\nTehnički detalji za kosilicu za malčiranje Silver 468 P-A Bio
\nRadna širina od 46 cm brine se za učinkovitu obradu travnatih površina veličine do cca. 1100 m². Visina kosilice za malčiranje može se podesiti u 4 visine od 30 mm do 85 mm. Osim toga kosilicom za malčiranje pokošena trava može se bočno izbacivati. Jednostavan rad prije svega omogućavaju ergonomski oblikovani rukohvat i lakohodni XL kotači koji štite travnjak.","Linija proizvoda Silver
\nFunkcija 2 u JEDAN
\nFunkcija Bočno bacanje, Malčiranje
\nMotor ccm 123
\nSnaga kW 2
\nKućište kosilice Čelični lim
\nMotor AL-KO Pro 125 QSS
\nØ kotača sprijeda/straga 205/205
\nKotači s kugličnim ležajevima da
\nRadna širina u cm 46
\nVisina reza 30-85 mm
\nPodešavanje visine rezanja osovinski kotač, 4 položaja
\no/min 2.850
\nTežina (kg) 22,6",,,,,,"699,90","Kuća i vrt > Vrt > Kosilice električne\, benzinske i aku, Kuća i vrt, Kuća i vrt > Vrt","2 u 1, AL-KO, benzinska kosilica, malčiranje",https://ferro-pack.com/wp-content/uploads/2021/03/M9454-Benzinska-kosilica-46-AL-KO-BIO-SILVER.jpg,,0,AL-KO
M9455,"Benzinska kosilica AL-KO EASY, 5,10 SP",1,"Benzinska kosilica Easy 4.20 P-S
\nBenzinska kosilica 4.20 P-S ističe se sa izvrsnim omjerom cijene i performansa.Sa svojom pouzdanom tehnologijom benzinska kosilica Easy 4.20 P-S olakšava Vam rad u Vašem dvorištu. Visokokvalitetno kućište od čeličnog lima aerodinamičnog oblika osigurava optimalan rezultat košnje i sakupljlanje, te također dug vijek trajanja benzinske kosilice.
\n
\nTehnički detalji benzinske kosilice Easy 4.20 P-S
\nBenzinska kosilica sa svojom radnom širinom od 42 cm osigurava Vam laganu i okretnu košnju. Sa centralnim podešavanjem visine rezanja na 7 položaja, od 30 mm do 75 mm, sa jednim ruhokvatom možete prilagoditi na željenu visinu košnje. Lagano za pokretanje, 2,0 kW jaki motor sa Primer je pogodan za travnate površine do 800 qm. Ergonomski oblikovana ručka i kotači s kugličnim ležajem i najboljim prianjanjem uz travnjak povećaju užitak kod košnje. Praškasto lakirano kućište od čeličnog lima za dug vijek trajanja. Platnena košara od 50 l koja ne zauzima prostor kod skladištenja.","Linija proizvoda Easy
\nObujam košare u litrima 50
\nFunkcija 2uJEDAN
\nFunkcija Košnja, Sakupljanje
\nMotor ccm 140
\nSnaga kW 2
\nKućište kosilice Čelični lim
\nMotor AL-KO Tech 140
\nPogon ne
\nØ kotača sprijeda/straga 175/200 mm
\nRadna širina u cm 42
\nVisina reza 30-75 mm
\nPodešavanje visine rezanja centralno, 7 položaja
\no/min 2.900
\nTežina (kg) 23,1",,,,,,"699,90","Kuća i vrt > Vrt > Kosilice električne\, benzinske i aku, Kuća i vrt, Kuća i vrt > Vrt","AL-KO, benzinska kosilica","https://ferro-pack.com/wp-content/uploads/2021/03/M9455-Benzinska-kosilica-AL-KO-EASY-510-SP-2.jpg, https://ferro-pack.com/wp-content/uploads/2021/03/M9455-Benzinska-kosilica-AL-KO-EASY-510-SP-3.jpg, https://ferro-pack.com/wp-content/uploads/2021/03/M9455-Benzinska-kosilica-AL-KO-EASY-510-SP.jpg",,0,AL-KO
A113794,AL-KO benzinska kosilica 4.20 P-S Easy - 2u1,1,"<h4>Lagana i okretna: predstavljamo EASY kosilicu uz atraktivnu cijenu. Tako košnja postaje uživancija!</h4>
\n<h4><span style=""color: #000000;"">GARANCIJA: 2 godine</span></h4>
\n<h4><span style=""color: #000000;""><strong>Servis: Ferro-Pack d.o.o. - Vitez</strong></span></h4>
\n&nbsp;","<h3 style=""text-align: left;""><span style=""color: #000000;""><strong>Osobine AL-KO kosilice:</strong></span></h3>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Centralno podešavanje visine rezanja sa jednim zahvatom</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Optimalni rezultati košnje i sakupljanja zbog aerodinamičnog oblika kućišta</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Ergonomski oblikovana ručka s udobnim hvatištem za neumorni rad</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Lakohodni kotači XL za lak napredak</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Lagana i okretna</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Platnena košara koja ne zauzima prostor kod skladištenja</span>
\n<h3><span style=""color: #000000; font-size: 22px;""><strong>Benzinska kosilica Easy 4.20 P-S:</strong></span></h3>
\n<span style=""color: #000000;"">Benzinska kosilica 4.20 P-S ističe se sa izvrsnim omjerom cijene i performansa. Sa svojom pouzdanom tehnologijom benzinska kosilica Easy 4.20 P-S olakšava Vam rad u Vašem dvorištu. Visokokvalitetno kućište od čeličnog lima, aerodinamičnog oblika, osigurava optimalan rezultat košenja i skupljanja, te također dug vijek trajanja benzinske kosilice.</span>
\n<h3><span style=""color: #000000;"">Tehnički detalji benzinske kosilice Easy 4.20 P-S:</span></h3>
\n<span style=""color: #000000;"">Benzinska kosilica sa svojom radnom širinom od 42 cm osigurava Vam laganu i okretnu košnju. Sa centralnim podešavanjem visine rezanja na 7 položaja, od 30 mm do 75 mm, sa jednim rukohvatom možete prilagoditi na željenu visinu košnje. Lagano za pokretanje, 2,0 kW jaki motor sa Primer je pogodan za travnate površine do 800 m2. Ergonomski oblikovana ručka i kotači s kugličnim ležajem i najboljim prianjanjem uz travnjak povećaju užitak kod košnje. Praškasto lakirano kućište od čeličnog lima za dug vijek trajanja. Platnena košara od 50 l koja ne zauzima prostor kod skladištenja.</span>
\n<h3><span style=""color: #000000;"">Gdje mogu kupiti benzinsku kosilicu Easy 4.20 P-S i alternative:</span></h3>
\n<span style=""color: #000000;"">Benzinsku kosilicu Easy 4.20 P-S možete jednostavno kupiti preko naše internetske stranice ili kod specijaliziranog prodavača. Benzinska kosilica Easy 4.20 P-S je učinkovita podrška za Vaš vrt uz atraktivnu cijenu. Tražite benzinsku kosilicu sa većom radnom širinom i pogonom? Onda preporučujemo benzinsku kosilicu Easy 4.60 SP-S.</span>
\n<ul>
\n 	<li><span style=""color: #000000;""><strong>SHEMATSKI PRIKAZ:</strong></span></li>
\n</ul>
\n<img class="""" src=""https://alko-garden.hr/out/media/exploded_views/2020/1/2020-01-113794.gif"" width=""855"" height=""604"" />
\n<h3><strong><span style=""color: #000000;"">
\nPreuzmite tehničke karakteristike proizvoda:</span></strong></h3>
\n<h3><span style=""color: #ff0000;""><a style=""color: #ff0000;"" href=""https://ferro-pack.com/wp-content/uploads/2023/01/Tehnicki-dokument-A4.pdf"">Tehnički dokument A4</a></span></h3>
\n<h3><span style=""color: #0000ff;""><a style=""color: #0000ff;"" href=""https://ferro-pack.com/wp-content/uploads/2023/01/Tehnicki-dokument-A5.pdf"">Tehnički dokument A5</a></span></h3>",,,,,"499,90","549,90","Kuća i vrt > Vrt > Kosilice električne\, benzinske i aku, Kuća i vrt, Kuća i vrt > Vrt",SS_2023,"https://ferro-pack.com/wp-content/uploads/2023/01/WEB-1-3.jpg, https://ferro-pack.com/wp-content/uploads/2023/01/2-44.jpg, https://ferro-pack.com/wp-content/uploads/2023/01/3-31.jpg, https://ferro-pack.com/wp-content/uploads/2023/01/4-20.jpg, https://ferro-pack.com/wp-content/uploads/2023/01/5-14.jpg",,0,AL-KO
A113795,AL-KO benzinska kosilica 4.6 SP-S Easy - samohodna 2u1,1,"<h4>Veliki opseg opreme: Easy kosilica dostupna uz atraktivnu cijenu. Tako košnja postaje uživancija!</h4>
\n<h4>GARANCIJA: 2 godine</h4>
\n<h4><strong>Servis: Ferro-Pack d.o.o. – Vitez</strong></h4>","<h3 style=""text-align: left;""><span style=""color: #000000;""><strong>Osobine AL-KO kosilice:</strong></span></h3>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Centralno podešavanje visine rezanja sa jednim zahvatom</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Optimalni rezultati košnje i sakupljanja zbog aerodinamičnog oblika kućišta</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Ergonomski oblikovana ručka s udobnim hvatištem za neumorni rad</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Pogonski kotač s kugličnim ležajem za lak napredak</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Pogon na stražnjim kotačima s jednom brzinom</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Platnena košara koja ne zauzima prostor kod skladištenja</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Prednja ručka za jednostavan transport</span>
\n<h3><span style=""color: #000000;"">Benzinska kosilica Easy 4.60 SP-S:</span></h3>
\n<span style=""color: #000000;"">Benzinska kosilica Easy 4.60 SP-S ne uvjerava samo sa izvrsnim omjerom cijene i performansa. Sa svojom pouzdanom tehnologijom i opsežnom opremom, bezinksa kosilica Easy 4.60 SP-S olakšava Vam rad u Vašem dvorištu. Kućište od čeličnog lima aerodinamičnog oblika osigurava jednostavno sakupljanje trave i dug vijek trajanja benzinske kosilice.</span>
\n<h3><span style=""color: #000000;"">Tehnički detalji benzinske kosilice Easy 4.60 SP-S:</span></h3>
\n<span style=""color: #000000;"">Benzinska kosilica sa svojom radnom širinom od 46 cm osigurava Vam laganu i udobnu košnju. Sa centralnim podešavanjem visine rezanja na 7 položaja, od 30 mm do 75 mm, sa jednim ruhokvatom možete prilagoditi na željenu visinu košnje. 2,0 kW jaki motor sa lakšim pokretanjem je pogodan za travnate površine do 1400 m2. Ergonomski oblikovana ručka s udobnim hvatištem i pogon na stražnjim kotačima dodatno povećava udobnost košnje. Optimalni rezultati sakupljanja trave zbog aerodinamičnog oblika kućišta, što omogućava da platnenu košaru od 60 l rjeđe praznite. Dodatno zauzima manje mjesta kod skladištenja.</span>
\n<h3><span style=""color: #000000;"">Gdje mogu kupiti benzinsku kosilicu Easy 4.60 SP-S i alternative:</span></h3>
\n<span style=""color: #000000;"">Benzinsku kosilicu Easy 4.60 SP-S možete jednostavno kupiti preko naše internetske stranice ili kod specijaliziranog prodavača. Benzinska kosilica Easy 4.60 SP-S je učinkovita podrška za Vaš vrt zu atraktivnu cijenu. Tražite benzinsku kosilicu sa većom radnom širinom? Onda preporučujemo benzinsku kosilicu Easy 5.10 SP-S</span>
\n<ul>
\n 	<li><strong><span style=""color: #000000;"">SHEMATSKI PRIKAZ:</span></strong></li>
\n</ul>
\n<img class="""" src=""https://alko-garden.hr/out/media/exploded_views/2020/1/2020-01-113795.gif"" width=""920"" height=""650"" />
\n<h3><strong><span style=""color: #000000;"">Preuzmite tehničke karakteristike proizvoda:</span></strong></h3>
\n<h3><span style=""color: #ff0000;""><a style=""color: #ff0000;"" href=""https://ferro-pack.com/wp-content/uploads/2023/02/Tehnicki-dokument-A4-27.pdf"">Tehnički dokument A4</a> </span></h3>
\n<h3><span style=""color: #0000ff;""><a style=""color: #0000ff;"" href=""https://ferro-pack.com/wp-content/uploads/2023/02/Tehnicki-dokument-A5-26.pdf"">Tehnički dokument A5</a></span></h3>
\n<h3></h3>",,,,,"659,90","725,90","Kuća i vrt > Vrt > Kosilice električne\, benzinske i aku, Kuća i vrt, Kuća i vrt > Vrt",SS_2023,"https://ferro-pack.com/wp-content/uploads/2023/02/WEB-1.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/2-3.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/3-1.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/4-1.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/5.jpg",,0,AL-KO
A113796,AL-KO benzinska kosilica 5.1 SP-S Easy - samohodna 4u1,1,"<h4>XXL-oprema: Easy kosilica dostupna uz atraktivnu cijenu. Tako košnja postaje uživancija!</h4>
\n<h4><span style=""color: #000000;"">GARANCIJA: 2 godine</span></h4>
\n<h4><span style=""color: #000000;""><strong>Servis: Ferro-Pack d.o.o. - Vitez</strong></span></h4>","<h3 style=""text-align: left;""><span style=""color: #000000;""><strong>Osobine AL-KO kosilice:</strong></span></h3>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Centralno podešavanje visine rezanja sa jednim zahvatom</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Optimalni rezultati košnje i sakupljanja zbog aerodinamičnog oblika kućišta</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> 4 INONE funkcija (stražnje izbacivanje, sakupljanje, malčiranje, bočno izbacivanje)</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Pogonski kotač s kugličnim ležajem za lak napredak</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Pogon na stražnjim kotačima s jednom brzinom</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Ergonomski oblikovana ručka s udobnim hvatištem za neumorni rad</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Platnena košara koja ne zauzima prostor kod skladištenja</span>
\n<span style=""color: #000000;""><span style=""color: #0000ff;"">»</span> Prednja ručka za jednostavan transport</span>
\n<h3><span style=""color: #000000;"">Benzinska kosilica Easy 5.10 SP-S:</span></h3>
\n<span style=""color: #000000;"">Benzinska kosilica Easy 5.10 SP-S ne uvjerava samo sa izvrsnim omjerom cijene i performansa. Sa svojom pouzdanom tehnologijom i opsežnom opremom, bezinska kosilica Easy 5.10 SP-S olakšava Vam rad u Vašem dvorištu.</span>
\n<h3><span style=""color: #000000;"">Tehnički detalji benzinske kosilice Easy 5.10 SP-S:</span></h3>
\n<span style=""color: #000000;"">Benzinska kosilica sa svojom radnom širinom od 51 cm osigurava Vam laganu i udobnu košnju. Sa centralnim podešavanjem visine rezanja na 7 položaja, od 30 mm do 75 mm, sa jednim ruhokvatom možete prilagoditi na željenu visinu košnje. 2,3 kW jaki motor sa lakšim pokretanjem je pogodan za travnate površine do 1800 m2. Ergonomski oblikovana ručka s udobnim hvatištem i pogon na stražnjim kotačima dodatno povećava udobnost košnje. Optimalni rezultati košnje i sakupljanje zbog aerodinamičnog oblika kućišta, što omogućava da platnenu košaru od 60 l rjeđe praznite. Dodatno zauzima manje mjesta kod skladištenja. Kompletnu opremu usavršava funkcija s <b>4INONE: </b>sa stražnjim izbacivanjem, sakupljanjem, malčiranjem i bočnim izbacivanjem.</span>
\n<h3><span style=""color: #000000;"">Gdje mogu kupiti benzinsku kosilicu Easy 5.10 SP-S i alternative:</span></h3>
\n<span style=""color: #000000;"">Benzinsku kosilicu Easy 5.10 SP-S možete jednostavno kupiti preko naše internetske stranice ili kod specijaliziranog prodavača. Benzinska kosilica Easy 5.10 SP-S je učinkovita podrška za Vaš vrt uz atraktivnu cijenu.</span>
\n<ul>
\n 	<li><span style=""color: #000000;""><strong>SHEMATSKI PRIKAZ:</strong></span></li>
\n</ul>
\n<img class="""" src=""https://alko-garden.hr/out/media/exploded_views/2020/1/2020-01-113796.gif"" width=""850"" height=""601"" />
\n<h3><strong>Preuzmite tehničke karakteristike proizvoda:</strong></h3>
\n<h3><span style=""color: #ff0000;""><a style=""color: #ff0000;"" href=""https://ferro-pack.com/wp-content/uploads/2023/02/Tehnicki-dokument-A4-28.pdf"">Tehnički dokument A4</a> </span></h3>
\n<h3><span style=""color: #0000ff;""><a style=""color: #0000ff;"" href=""https://ferro-pack.com/wp-content/uploads/2023/02/Tehnicki-dokument-A5-27.pdf"">Tehnički dokument A5</a></span></h3>",,,,,"759,90","839,90","Kuća i vrt > Vrt > Kosilice električne\, benzinske i aku, Kuća i vrt, Kuća i vrt > Vrt",SS_2023,"https://ferro-pack.com/wp-content/uploads/2023/02/WEB-2.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/2-4.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/3-2.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/4-2.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/5-1.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/6-1.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/7-1.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/8.jpg",,0,AL-KO
A119994,AL-KO benzinska kosilica 521 VS-H Premium - samohodna 4u1,1,"<h4>Visoka razina inovacije i moderan dizajn. Naše „Premium"" benzinske kosilice objedinjuju sve to što ih čini idealnim partnerom za njegu vašeg travnjaka.</h4>
\n<h4><span style=""color: #ff0000""><span style=""color: #0000ff"">Model motora:</span> Honda GCVx 170 - <em><span style=""color: #0000ff"">Vario Speed</span></em></span></h4>
\n<h4><span style=""color: #000000"">GARANCIJA: 2 godine</span></h4>
\n<h4><span style=""color: #000000""><strong>Servis: Ferro-Pack d.o.o. - Vitez</strong></span></h4>
\n<img class=""alignnone"" title=""Max Airflow tehnologija"" src=""https://alko-garden.hr/out/pictures/ddmedia/Logo_MaxAirflow-3Pfeile(1).webp"" alt=""AL-KO Hrvatska Onlineshop | AL-KO Gardentech"" width=""213"" height=""155"" />","<h3 style=""text-align: left""><span style=""color: #000000""><strong>Osobine AL-KO kosilice:</strong></span></h3>
\n<span style=""color: #000000""><span style=""color: #0000ff"">» </span>Centralno, jednostavno podešavanje visine košnje
\n</span><span style=""color: #000000""><span style=""color: #0000ff"">» </span></span><span style=""color: #000000"">Pogon kotača VarioSpeed
\n<span style=""color: #0000ff"">» </span></span><span style=""color: #000000"">Prednja ručka za jednostavno transportiranje
\n<span style=""color: #0000ff"">» </span></span><span style=""color: #000000"">XXL kotači s kugličnim ležajevima za lagano napredovanje i dobro prianjanje
\n<span style=""color: #0000ff"">» </span></span><span style=""color: #000000"">Funkcija 4u1 (stražnje izbacivanje, sakupljanje, malčiranje, bočno izbacivanje)
\n<span style=""color: #0000ff"">» </span></span><span style=""color: #000000"">Kućište od čeličnog lima s MaxAirflow tehnologijom za savršene rezultate košnje i prikupljanja
\n<span style=""color: #0000ff"">» </span></span><span style=""color: #000000"">Ergonomski oblikovani rukohvat i udobno upravljačko područje s mekim hvatištem
\n<span style=""color: #0000ff"">» </span></span><span style=""color: #000000"">Velika prihvatna košara od 70 L s prikazom razine napunjenosti</span>
\n<h3><span style=""color: #000000"">Benzinska kosilica Premium 521 VS-H:</span></h3>
\n<span style=""color: #000000"">Elegantna i udobna, takvom se predstavlja benzinska kosilica Premium 521 VS-H. Razvijena u Njemačkoj i proizvedena u Austriji ova vam kosilica nudi vrhunsku kvalitetu. Zahvaljujući modernom dizajnu privlačit će poglede u vašem vrtu. Odabranim komponentama i materijalima povećava se dugovječnost ove benzinske kosilice. S kosilicama serije „Premium"" košnja trave pretvara se u užitak.</span>
\n<h3><span style=""color: #000000"">Tehnički detalji benzinske kosilice Premium 521 VS-H:</span></h3>
\n<span style=""color: #000000"">Radnom širinom do 51 cm, benzinska kosilica Premium 521 VS-H osigurava brz napredak čak i u velikim vrtovima (do 1800 m²). Visina rezanja podešava se centralno u 7 stupnjeva od 30 mm do 80 mm. Zahvaljujući Motoru Honda GCVx 170 od 3,2 kW i pogonu na kotače (s promjenjivom regulacijom brzine od 2,5 do 4,5 km/h) u kombinaciji s XXL kotačima, košnja vrta (čak i na padini) ne predstavlja problem. Funkcija 4UJEDAN nudi stražnje izbacivanje, sakupljanje, malčiranje i bočno izbacivanje otkosa. Optimizirana sklopka na rukohvatu i udobno upravljačko područje s mekim hvatištem čine košnju travnjaka užitkom. Otkos trave prolazi kroz izuzetno visoko kućište od čeličnog lima s MaxAirFlow tehnologijom sve do stražnje strane u prihvatnu košaru od 70 l s prikazom razine napunjenosti pa se ona puni do samog vrha i treba ju rjeđe prazniti. Integrirana ručka na prednjoj strani kosilice „Premium“ idealna je kada je riječ o transportu, skladištenu (stojeća funkcija) ili podizanju preko stepenica ili prepreka u vrtu.</span>
\n<h3><span style=""color: #000000"">Kupite benzinsku kosilicu Premium 521 VS-H i alternative:</span></h3>
\n<span style=""color: #000000"">Benzinsku kosilicu Premium 521 VS-H možete jednostavno kupiti preko naše internetske stranice ili kod specijaliziranog prodavača u vašoj blizini. Benzinska kosilica Premium 521 VS-H učinkoviti je pomagač za njegu vašeg travnjaka.</span>
\n<ul>
\n 	<li><strong><span style=""color: #000000"">SHEMATSKI PRIKAZ:</span></strong></li>
\n</ul>
\n<img class="""" src=""https://alko-garden.hr/out/media/exploded_views/2021/1/2021-01-119994-1.gif"" width=""823"" height=""582"" />
\n<h3><strong>Preuzmite tehničke karakteristike proizvoda:</strong></h3>
\n<h3><span style=""color: #ff0000""><a style=""color: #ff0000"" href=""https://ferro-pack.com/wp-content/uploads/2023/02/Tehnicki-dokument-A4-40.pdf"">Tehnički dokument A4</a> </span></h3>
\n<h3><span style=""color: #0000ff""><a style=""color: #0000ff"" href=""https://ferro-pack.com/wp-content/uploads/2023/02/Tehnicki-dokument-A5-39.pdf"">Tehnički dokument A5</a></span></h3>",,,,,1599,"1780,00","Kuća i vrt > Vrt > Kosilice električne\, benzinske i aku, Kuća i vrt, Kuća i vrt > Vrt",,"https://ferro-pack.com/wp-content/uploads/2023/02/WEB-18.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/1-8.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/2-15.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/3-11.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/4-8.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/7-3.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/1-9.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/2-16.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/11-1.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/22.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/6-4.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/33.jpg, https://ferro-pack.com/wp-content/uploads/2023/02/Max-Airflow-tehnologija.jpg",,0,AL-KO
